,SEASON_YEAR,Game_Type,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,PER
625,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100757,2012-03-30T00:00:00,TOR vs. MIA,L,239.99999999999997,39,72,0.5416666666666666,5,14,0.35714285714285715,18,19,0.9473684210526315,9,21,30,27,16,5,4,5,16,16,101,-60,1,0,128.95713842155706
626,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100779,2012-04-01T00:00:00,TOR vs. WAS,W,239.99999999999997,37,77,0.4805194805194805,4,17,0.23529411764705882,21,23,0.9130434782608695,12,31,43,22,10,8,3,4,22,22,99,35,0,0,176.79482075561006
627,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100791,2012-04-03T00:00:00,TOR vs. CHA,W,240.00000000000003,35,76,0.4605263157894737,7,18,0.3888888888888889,15,22,0.6818181818181818,10,28,38,25,10,7,3,3,23,19,92,25,0,0,134.172590351157
628,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100799,2012-04-04T00:00:00,TOR @ PHI,W,239.99999999999997,39,77,0.5064935064935064,9,21,0.42857142857142855,12,12,1.0,11,35,46,26,11,3,0,8,12,14,99,105,1,0,185.20278701800083
629,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100816,2012-04-06T00:00:00,TOR vs. CLE,L,240.0,31,73,0.4246575342465753,3,15,0.2,15,24,0.625,10,39,49,13,14,5,4,3,29,18,80,-20,0,0,72.61196093376361
630,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100840,2012-04-08T00:00:00,TOR @ OKC,L,240.0,29,78,0.3717948717948718,6,16,0.375,11,16,0.6875,11,32,43,14,16,5,6,11,19,17,75,-80,0,0,74.40608540898198
631,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100844,2012-04-09T00:00:00,TOR @ IND,L,240.00000000000003,36,75,0.48,10,20,0.5,16,24,0.6666666666666666,11,31,42,23,12,4,7,5,24,23,98,-25,1,0,171.13707543293086
632,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100858,2012-04-11T00:00:00,TOR vs. PHI,L,240.00000000000003,29,80,0.3625,7,18,0.3888888888888889,10,12,0.8333333333333334,8,34,42,18,9,0,5,8,15,14,75,-90,1,0,152.74684282359854
633,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100874,2012-04-13T00:00:00,TOR vs. BOS,W,239.99999999999997,25,72,0.3472222222222222,7,18,0.3888888888888889,27,31,0.8709677419354839,12,38,50,15,12,4,4,5,20,25,84,25,0,0,63.87423011946254
634,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100896,2012-04-15T00:00:00,TOR @ ATL,W,239.99999999999997,41,74,0.5540540540540541,4,12,0.3333333333333333,16,23,0.6956521739130435,6,33,39,16,14,6,4,2,23,18,102,80,0,0,119.757983698812
635,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100902,2012-04-16T00:00:00,TOR vs. ATL,L,240.0,35,79,0.4430379746835443,4,9,0.4444444444444444,13,16,0.8125,14,32,46,20,18,5,5,6,27,13,87,-110,0,0,96.72266465956889
636,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100923,2012-04-18T00:00:00,TOR @ MIA,L,239.99999999999997,30,72,0.4166666666666667,1,16,0.0625,11,15,0.7333333333333333,10,21,31,12,14,7,5,3,17,16,72,-120,0,0,73.76609864575181
637,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100955,2012-04-22T00:00:00,TOR @ DET,L,240.0,29,77,0.37662337662337664,4,13,0.3076923076923077,11,16,0.6875,11,34,45,21,17,8,6,4,28,10,73,-15,0,0,102.74752508401339
638,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100963,2012-04-23T00:00:00,TOR @ MIL,L,240.0,34,76,0.4473684210526316,4,14,0.2857142857142857,14,18,0.7777777777777778,10,39,49,24,21,5,3,7,26,17,86,-30,1,0,118.19167916962319
639,2011-12,Regular Season,1610612761,TOR,Toronto Raptors,21100980,2012-04-26T00:00:00,TOR vs. NJN,W,240.0,37,88,0.42045454545454547,10,19,0.5263157894736842,14,18,0.7777777777777778,15,43,58,23,13,7,5,2,12,15,98,155,3,1,108.29369613143193
640,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200004,2012-10-31T00:00:00,TOR vs. IND,L,239.99999999999997,33,91,0.3626373626373626,6,17,0.35294117647058826,16,19,0.8421052631578947,15,27,42,18,10,12,8,10,18,16,88,-10,1,0,127.06349765543375
641,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200029,2012-11-03T00:00:00,TOR @ BKN,L,239.99999999999994,37,82,0.45121951219512196,7,18,0.3888888888888889,19,25,0.76,10,27,37,23,14,8,5,5,31,19,100,-35,0,0,134.02472994109598
642,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200038,2012-11-04T00:00:00,TOR vs. MIN,W,240.0,40,90,0.4444444444444444,10,21,0.47619047619047616,15,17,0.8823529411764706,16,23,39,18,11,9,3,8,24,17,105,95,0,0,134.93661471793374
643,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200051,2012-11-06T00:00:00,TOR @ OKC,L,240.0,30,84,0.35714285714285715,7,30,0.23333333333333334,21,25,0.84,8,29,37,16,17,11,2,9,24,22,88,-100,0,0,123.73154726175386
644,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200061,2012-11-07T00:00:00,TOR @ DAL,L,240.0,36,81,0.4444444444444444,5,22,0.22727272727272727,27,31,0.8709677419354839,10,28,38,21,8,7,1,6,28,23,104,-25,1,0,110.57183033324378
645,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200081,2012-11-10T00:00:00,TOR vs. PHI,L,240.0,30,79,0.379746835443038,12,26,0.46153846153846156,11,16,0.6875,7,28,35,20,12,6,4,4,21,19,83,-50,1,0,62.44091539795212
646,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200095,2012-11-12T00:00:00,TOR vs. UTA,L,315.0,51,108,0.4722222222222222,8,24,0.3333333333333333,23,30,0.7666666666666667,20,32,52,31,17,13,5,11,31,26,133,-35,2,0,142.1795723628973
647,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200105,2012-11-13T00:00:00,TOR @ IND,W,240.0,26,72,0.3611111111111111,6,12,0.5,16,19,0.8421052631578947,8,37,45,13,12,4,1,7,23,16,74,10,1,1,83.5616653986738
648,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200131,2012-11-17T00:00:00,TOR @ BOS,L,240.0,30,70,0.42857142857142855,8,22,0.36363636363636365,21,31,0.6774193548387096,9,26,35,22,15,7,4,2,23,23,89,-90,0,0,154.08896389796436
649,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200140,2012-11-18T00:00:00,TOR vs. ORL,W,240.00000000000003,38,80,0.475,7,18,0.3888888888888889,14,23,0.6086956521739131,10,30,40,22,10,8,6,1,21,22,97,55,0,0,138.38955110927714
650,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200154,2012-11-20T00:00:00,TOR @ PHI,L,240.0,37,82,0.45121951219512196,4,16,0.25,20,29,0.6896551724137931,12,36,48,28,11,2,5,10,20,23,98,-40,2,0,141.27320742225336
651,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200157,2012-11-21T00:00:00,TOR @ CHA,L,240.0,37,80,0.4625,9,23,0.391304347826087,14,20,0.7,9,27,36,23,14,5,8,9,25,21,97,-5,1,0,119.27226646279092
652,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200175,2012-11-23T00:00:00,TOR @ DET,L,240.0,32,78,0.41025641025641024,6,18,0.3333333333333333,20,25,0.8,9,28,37,20,11,6,6,2,23,22,90,-5,0,0,136.26827057669112
653,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200191,2012-11-25T00:00:00,TOR vs. SAS,L,290.0,40,110,0.36363636363636365,6,24,0.25,20,24,0.8333333333333334,17,44,61,21,12,6,8,5,25,18,106,-25,1,0,105.41564063161366
654,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200206,2012-11-27T00:00:00,TOR @ HOU,L,240.0,42,86,0.4883720930232558,8,23,0.34782608695652173,9,12,0.75,11,28,39,25,16,6,2,1,15,15,101,-80,0,0,179.86913550330678
655,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200216,2012-11-28T00:00:00,TOR @ MEM,L,240.0,29,74,0.3918918918918919,5,17,0.29411764705882354,19,24,0.7916666666666666,7,26,33,11,17,5,5,7,29,19,82,-105,0,0,95.42567901310782
656,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200222,2012-11-30T00:00:00,TOR vs. PHX,W,240.0,39,81,0.48148148148148145,8,14,0.5714285714285714,15,22,0.6818181818181818,10,31,41,24,13,7,4,8,20,20,101,20,0,0,154.68110406800233
657,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200248,2012-12-03T00:00:00,TOR @ DEN,L,240.00000000000003,42,86,0.4883720930232558,9,28,0.32142857142857145,17,19,0.8947368421052632,9,28,37,19,16,9,9,7,30,20,110,-15,0,0,154.37228455347662
658,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200266,2012-12-05T00:00:00,TOR @ SAC,L,240.0,35,86,0.4069767441860465,6,23,0.2608695652173913,24,28,0.8571428571428571,10,30,40,25,11,6,9,7,23,18,100,-35,2,0,114.79521600197184
659,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200279,2012-12-07T00:00:00,TOR @ UTA,L,239.99999999999997,33,82,0.4024390243902439,7,24,0.2916666666666667,26,31,0.8387096774193549,12,29,41,13,15,5,7,8,28,26,99,-160,0,0,106.09548511837053
660,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200292,2012-12-09T00:00:00,TOR @ LAC,L,239.99999999999997,30,77,0.38961038961038963,10,26,0.38461538461538464,13,17,0.7647058823529411,11,28,39,22,14,3,5,6,22,17,83,-95,1,0,85.67901939116898
661,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200303,2012-12-10T00:00:00,TOR @ POR,L,239.99999999999994,26,74,0.35135135135135137,3,21,0.14285714285714285,19,21,0.9047619047619048,9,36,45,13,14,5,5,3,20,18,74,-90,0,0,65.26471665920668
662,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200309,2012-12-12T00:00:00,TOR vs. BKN,L,240.0,37,75,0.49333333333333335,4,18,0.2222222222222222,10,17,0.5882352941176471,7,24,31,21,14,11,3,1,25,16,88,-30,2,0,93.08716103395795
663,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200325,2012-12-14T00:00:00,TOR vs. DAL,W,239.99999999999997,34,84,0.40476190476190477,12,36,0.3333333333333333,15,22,0.6818181818181818,14,33,47,22,10,11,3,1,20,17,95,105,0,0,183.18676483362754
664,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200346,2012-12-16T00:00:00,TOR vs. HOU,W,240.0,39,85,0.4588235294117647,8,30,0.26666666666666666,17,20,0.85,5,38,43,29,7,6,13,1,24,19,103,35,1,1,167.77782759454925
665,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200357,2012-12-18T00:00:00,TOR @ CLE,W,239.99999999999997,39,75,0.52,12,24,0.5,23,27,0.8518518518518519,13,23,36,25,14,8,2,7,24,26,113,70,0,0,174.01956056120204
666,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200366,2012-12-19T00:00:00,TOR vs. DET,W,239.99999999999997,35,72,0.4861111111111111,10,29,0.3448275862068966,17,22,0.7727272727272727,9,24,33,26,6,5,6,2,24,19,97,30,0,0,168.58989238144807
667,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200380,2012-12-21T00:00:00,TOR vs. ORL,W,239.99999999999997,33,81,0.4074074074074074,8,19,0.42105263157894735,19,21,0.9047619047619048,7,25,32,20,9,13,4,2,20,15,93,15,0,0,151.20301716721474
668,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200418,2012-12-26T00:00:00,TOR @ SAS,L,240.0,33,78,0.4230769230769231,7,18,0.3888888888888889,7,12,0.5833333333333334,10,25,35,24,15,10,2,5,19,16,80,-100,0,0,132.5174105513988
669,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200430,2012-12-28T00:00:00,TOR @ NOH,W,264.99999999999994,37,85,0.43529411764705883,5,24,0.20833333333333334,25,32,0.78125,9,32,41,24,7,10,6,6,22,23,104,35,0,0,142.20874006453758
670,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200439,2012-12-29T00:00:00,TOR @ ORL,W,239.99999999999997,46,82,0.5609756097560976,15,27,0.5555555555555556,16,21,0.7619047619047619,9,35,44,33,8,3,2,8,18,13,123,175,1,0,320.8217767557744
671,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200464,2013-01-02T00:00:00,TOR vs. POR,W,240.00000000000003,41,77,0.5324675324675324,8,23,0.34782608695652173,12,17,0.7058823529411765,7,29,36,34,11,12,2,2,20,18,102,115,0,0,227.94841684936603
672,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200478,2013-01-04T00:00:00,TOR vs. SAC,L,239.99999999999997,30,79,0.379746835443038,11,33,0.3333333333333333,25,37,0.6756756756756757,14,25,39,18,15,8,5,5,27,24,96,-45,1,0,91.49637869581129
673,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200499,2013-01-06T00:00:00,TOR vs. OKC,L,240.00000000000003,34,76,0.4473684210526316,8,23,0.34782608695652173,16,21,0.7619047619047619,7,24,31,28,16,7,3,4,18,20,92,-60,1,0,193.28751686210825
674,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200516,2013-01-09T00:00:00,TOR vs. PHI,W,240.0,39,80,0.4875,1,11,0.09090909090909091,11,13,0.8461538461538461,10,36,46,26,11,9,3,6,16,14,90,90,3,0,110.04455761593556
675,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200530,2013-01-11T00:00:00,TOR vs. CHA,W,239.99999999999997,39,86,0.45348837209302323,12,27,0.4444444444444444,9,11,0.8181818181818182,21,27,48,25,11,7,6,4,22,14,99,105,0,0,238.74557830131843
676,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200550,2013-01-13T00:00:00,TOR vs. MIL,L,240.0,36,85,0.4235294117647059,3,13,0.23076923076923078,21,27,0.7777777777777778,17,23,40,25,15,7,2,6,21,25,96,-55,2,0,36.25280114643893
677,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200566,2013-01-15T00:00:00,TOR @ BKN,L,240.0,40,82,0.4878048780487805,7,13,0.5384615384615384,19,23,0.8260869565217391,13,28,41,21,13,3,1,4,21,21,106,-35,0,0,177.6183014302126
678,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200570,2013-01-16T00:00:00,TOR vs. CHI,L,265.0,38,85,0.4470588235294118,6,16,0.375,23,32,0.71875,13,30,43,20,12,6,5,2,29,30,105,-10,0,0,108.62913068313127
679,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200585,2013-01-18T00:00:00,TOR @ PHI,L,265.0,40,88,0.45454545454545453,11,25,0.44,10,13,0.7692307692307693,10,32,42,29,18,6,5,6,19,19,101,-35,2,0,123.05992669938445
680,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200601,2013-01-20T00:00:00,TOR vs. LAL,W,239.99999999999997,46,84,0.5476190476190477,6,20,0.3,10,17,0.5882352941176471,10,30,40,27,15,11,2,4,22,15,108,25,1,0,168.66805938687617
681,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200619,2013-01-23T00:00:00,TOR @ MIA,L,264.99999999999994,44,88,0.5,14,31,0.45161290322580644,14,18,0.7777777777777778,7,21,28,26,8,8,1,3,30,21,116,-35,0,0,165.0538150462572
682,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200629,2013-01-24T00:00:00,TOR @ ORL,W,239.99999999999997,39,78,0.5,4,16,0.25,15,19,0.7894736842105263,7,31,38,25,10,3,7,4,20,12,97,10,1,0,131.76702627657335
683,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200642,2013-01-26T00:00:00,TOR vs. CLE,L,239.99999999999997,40,82,0.4878048780487805,5,17,0.29411764705882354,13,18,0.7222222222222222,11,28,39,22,15,6,4,4,23,22,98,-5,1,0,119.87464166914567
684,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200659,2013-01-28T00:00:00,TOR vs. GSW,L,240.0,38,87,0.4367816091954023,6,19,0.3157894736842105,20,23,0.8695652173913043,11,26,37,28,10,7,4,8,18,19,102,-60,1,0,138.6085283042597
685,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200674,2013-01-30T00:00:00,TOR @ ATL,L,240.0,33,85,0.38823529411764707,9,22,0.4090909090909091,17,23,0.7391304347826086,15,37,52,16,17,6,5,8,18,18,92,-5,1,0,104.03769768245012
686,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200684,2013-02-01T00:00:00,TOR vs. LAC,W,240.0,38,81,0.4691358024691358,12,26,0.46153846153846156,10,17,0.5882352941176471,11,34,45,30,12,7,6,4,25,16,98,125,1,0,134.63060693945638
687,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200707,2013-02-03T00:00:00,TOR vs. MIA,L,240.0,28,75,0.37333333333333335,4,18,0.2222222222222222,25,32,0.78125,14,24,38,15,15,10,3,4,24,23,85,-75,0,0,89.01621253638105
688,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200720,2013-02-06T00:00:00,TOR vs. BOS,L,240.0,34,82,0.4146341463414634,4,18,0.2222222222222222,23,26,0.8846153846153846,12,31,43,18,15,12,2,5,23,20,95,-20,2,0,105.904196871076
689,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200737,2013-02-08T00:00:00,TOR @ IND,W,265.0,42,96,0.4375,2,9,0.2222222222222222,14,19,0.7368421052631579,17,29,46,19,14,9,9,7,31,22,100,10,2,0,92.34576094940905
690,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200755,2013-02-10T00:00:00,TOR vs. NOH,W,240.0,40,78,0.5128205128205128,8,16,0.5,14,18,0.7777777777777778,12,27,39,24,11,7,4,7,21,17,102,65,2,0,173.95712301010502
691,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200769,2013-02-12T00:00:00,TOR vs. DEN,W,240.0,39,83,0.46987951807228917,10,21,0.47619047619047616,21,23,0.9130434782608695,15,23,38,23,17,10,5,5,21,20,109,5,1,0,183.02279184397324
692,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200780,2013-02-13T00:00:00,TOR @ NYK,W,239.99999999999997,31,73,0.4246575342465753,9,21,0.42857142857142855,21,24,0.875,8,27,35,12,10,3,8,2,20,21,92,20,0,0,90.67305784493819
693,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200789,2013-02-19T00:00:00,TOR @ WAS,W,240.00000000000003,35,78,0.44871794871794873,8,20,0.4,18,20,0.9,8,34,42,20,16,10,5,3,19,20,96,40,1,0,122.80586620631505
694,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200798,2013-02-20T00:00:00,TOR vs. MEM,L,239.99999999999997,26,71,0.36619718309859156,8,18,0.4444444444444444,22,26,0.8461538461538461,11,31,42,14,14,5,4,7,28,23,82,-30,0,0,109.37848829166808
695,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200811,2013-02-22T00:00:00,TOR vs. NYK,W,240.0,35,80,0.4375,7,18,0.3888888888888889,23,28,0.8214285714285714,6,25,31,18,9,7,3,8,22,28,100,10,0,0,104.76411428097403
696,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200839,2013-02-25T00:00:00,TOR vs. WAS,L,239.99999999999994,29,79,0.3670886075949367,5,19,0.2631578947368421,21,27,0.7777777777777778,9,30,39,13,14,9,7,1,18,23,84,-30,0,0,106.28121324219197
697,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200852,2013-02-27T00:00:00,TOR @ CLE,L,240.0,35,78,0.44871794871794873,2,20,0.1,20,25,0.8,9,29,38,25,15,3,8,5,25,19,92,-55,0,0,74.96219612289687
698,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200864,2013-03-01T00:00:00,TOR vs. IND,L,239.99999999999997,29,72,0.4027777777777778,3,11,0.2727272727272727,20,25,0.8,8,22,30,12,13,9,6,4,25,24,81,-60,0,0,137.19124649247775
699,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200878,2013-03-02T00:00:00,TOR @ MIL,L,265.0,46,100,0.46,8,22,0.36363636363636365,14,18,0.7777777777777778,13,29,42,28,16,9,3,7,26,20,114,-40,1,1,127.25096466791103
700,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200895,2013-03-04T00:00:00,TOR @ GSW,L,240.0,41,94,0.43617021276595747,9,26,0.34615384615384615,27,35,0.7714285714285715,19,28,47,16,13,6,5,4,26,27,118,-35,2,0,121.66297176952015
701,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200910,2013-03-06T00:00:00,TOR @ PHX,W,239.99999999999997,37,77,0.4805194805194805,11,24,0.4583333333333333,13,15,0.8666666666666667,7,33,40,24,21,11,4,3,17,18,98,135,0,0,179.07220340717384
702,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200925,2013-03-08T00:00:00,TOR @ LAL,L,265.0,48,93,0.5161290322580645,8,22,0.36363636363636365,12,16,0.75,7,36,43,32,17,8,6,5,27,14,116,-10,1,0,155.46789156014754
703,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200936,2013-03-10T00:00:00,TOR vs. CLE,W,239.99999999999997,33,84,0.39285714285714285,8,23,0.34782608695652173,26,34,0.7647058823529411,9,38,47,22,11,9,5,2,22,29,100,20,1,0,139.4761106866793
704,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200959,2013-03-13T00:00:00,TOR @ BOS,L,239.99999999999997,34,79,0.43037974683544306,3,13,0.23076923076923078,17,19,0.8947368421052632,7,27,34,17,17,11,6,7,23,19,88,-120,0,0,117.78129209534073
705,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200969,2013-03-15T00:00:00,TOR vs. CHA,W,240.00000000000003,33,68,0.4852941176470588,3,10,0.3,23,27,0.8518518518518519,10,36,46,16,19,6,8,3,23,18,92,70,1,0,111.12061277151393
706,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21200985,2013-03-17T00:00:00,TOR vs. MIA,L,239.99999999999994,39,94,0.4148936170212766,2,20,0.1,11,12,0.9166666666666666,24,27,51,15,16,5,2,2,21,14,91,-85,1,0,85.01409717621767
707,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201008,2013-03-20T00:00:00,TOR @ CHA,L,240.0,35,83,0.42168674698795183,5,22,0.22727272727272727,26,26,1.0,15,30,45,18,16,7,9,7,27,26,101,-30,0,0,74.43803101360922
708,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201022,2013-03-22T00:00:00,TOR vs. NYK,L,240.0,36,79,0.45569620253164556,11,32,0.34375,11,14,0.7857142857142857,9,24,33,19,12,7,1,5,23,24,94,-25,0,0,81.0710624473013
709,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201034,2013-03-23T00:00:00,TOR @ NYK,L,240.0,34,76,0.4473684210526316,4,23,0.17391304347826086,12,18,0.6666666666666666,11,24,35,13,18,6,2,3,20,20,84,-130,0,0,72.92294729706671
710,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201057,2013-03-27T00:00:00,TOR vs. ATL,L,239.99999999999997,35,78,0.44871794871794873,4,17,0.23529411764705882,14,20,0.7,10,32,42,20,19,8,1,0,18,21,88,-95,1,0,100.26219129688701
711,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201077,2013-03-29T00:00:00,TOR @ DET,W,240.0,44,82,0.5365853658536586,4,13,0.3076923076923077,7,9,0.7777777777777778,10,32,42,25,10,7,6,4,16,13,99,85,1,0,144.54782467386812
712,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201095,2013-03-31T00:00:00,TOR @ WAS,L,240.0,32,81,0.3950617283950617,7,19,0.3684210526315789,21,26,0.8076923076923077,13,32,45,21,13,2,6,5,26,26,92,-85,1,0,103.76896408407379
713,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201100,2013-04-01T00:00:00,TOR vs. DET,L,240.0,41,81,0.5061728395061729,8,21,0.38095238095238093,8,10,0.8,6,23,29,24,10,6,8,1,17,17,98,-50,0,0,138.04714189283743
714,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201111,2013-04-03T00:00:00,TOR vs. WAS,W,240.0,30,66,0.45454545454545453,1,8,0.125,27,36,0.75,4,40,44,21,15,6,6,2,24,27,88,50,1,0,98.68686379999654
715,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201132,2013-04-05T00:00:00,TOR @ MIN,W,240.0,40,85,0.47058823529411764,4,15,0.26666666666666666,11,16,0.6875,11,29,40,18,13,6,6,3,26,17,95,10,0,0,116.6971158283891
716,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201142,2013-04-06T00:00:00,TOR @ MIL,L,240.00000000000003,30,83,0.3614457831325301,3,10,0.3,20,23,0.8695652173913043,8,27,35,18,16,9,4,12,21,22,83,-85,0,0,97.34900715876145
717,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201158,2013-04-09T00:00:00,TOR @ CHI,W,239.99999999999997,37,72,0.5138888888888888,7,18,0.3888888888888889,20,24,0.8333333333333334,3,30,33,22,8,6,3,2,21,21,101,15,2,0,135.34040278707297
718,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201176,2013-04-12T00:00:00,TOR vs. CHI,W,240.0,34,72,0.4722222222222222,2,8,0.25,27,33,0.8181818181818182,11,27,38,22,13,10,7,1,13,24,97,45,1,0,111.22891895109791
719,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201195,2013-04-14T00:00:00,TOR vs. BKN,W,240.0,36,82,0.43902439024390244,6,15,0.4,15,21,0.7142857142857143,10,38,48,19,12,4,1,5,19,20,93,30,1,0,86.31441637153762
720,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201213,2013-04-16T00:00:00,TOR @ ATL,W,240.0,40,78,0.5128205128205128,10,27,0.37037037037037035,23,27,0.8518518518518519,10,37,47,24,18,7,10,1,20,19,113,85,0,0,174.40885566800864
721,2012-13,Regular Season,1610612761,TOR,Toronto Raptors,21201216,2013-04-17T00:00:00,TOR vs. BOS,W,240.0,40,80,0.5,12,21,0.5714285714285714,22,28,0.7857142857142857,9,37,46,26,9,5,5,2,14,22,114,120,0,0,201.53350264554027
722,2013-14,Regular Season,1610612761,TOR,Toronto Raptors,21300006,2013-10-30T00:00:00,TOR vs. BOS,W,240.00000000000003,38,86,0.4418604651162791,5,17,0.29411764705882354,12,23,0.5217391304347826,19,29,48,15,17,9,6,7,25,27,93,30,0,0,134.16441205162351
723,2013-14,Regular Season,1610612761,TOR,Toronto Raptors,21300023,2013-11-01T00:00:00,TOR @ ATL,L,240.0,40,88,0.45454545454545453,7,23,0.30434782608695654,8,14,0.5714285714285714,10,32,42,15,12,5,6,3,25,12,95,-35,0,0,101.06079977427723
724,2013-14,Regular Season,1610612761,TOR,Toronto Raptors,21300037,2013-11-02T00:00:00,TOR @ MIL,W,240.0,31,78,0.3974358974358974,7,23,0.30434782608695654,28,38,0.7368421052631579,18,42,60,19,17,6,0,5,22,26,97,35,1,0,141.5965313727372
