,SEASON_YEAR,Game_Type,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,PER
348,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800314,2008-12-10T00:00:00,TOR vs. IND,W,240.0,40,81,0.49382716049382713,6,16,0.375,15,17,0.8823529411764706,9,38,47,24,15,5,7,2,21,21,101,65,2,0,104.43421792977588
349,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800328,2008-12-12T00:00:00,TOR @ NJN,W,240.0,32,73,0.4383561643835616,8,21,0.38095238095238093,29,31,0.9354838709677419,5,32,37,21,11,8,8,4,24,24,101,110,0,0,143.92050117106106
350,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800347,2008-12-14T00:00:00,TOR vs. NOH,L,240.00000000000003,31,77,0.4025974025974026,8,24,0.3333333333333333,21,24,0.875,9,26,35,24,10,4,2,3,17,21,91,-40,0,0,84.19465612184092
351,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800352,2008-12-15T00:00:00,TOR vs. NJN,L,240.0,28,70,0.4,9,21,0.42857142857142855,22,28,0.7857142857142857,7,31,38,19,11,4,7,6,24,22,87,-35,0,0,92.25243341662751
352,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800369,2008-12-17T00:00:00,TOR vs. DAL,L,239.99999999999997,36,84,0.42857142857142855,4,11,0.36363636363636365,10,13,0.7692307692307693,7,30,37,17,6,7,4,4,14,16,86,-50,1,0,93.51937688131035
353,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800386,2008-12-19T00:00:00,TOR @ OKC,L,240.0,32,88,0.36363636363636365,2,17,0.11764705882352941,17,23,0.7391304347826086,15,33,48,19,11,8,3,5,25,19,83,-40,1,0,84.08794850096088
354,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800397,2008-12-20T00:00:00,TOR @ SAS,L,239.99999999999997,40,88,0.45454545454545453,4,12,0.3333333333333333,13,15,0.8666666666666667,8,30,38,13,4,5,1,8,14,16,97,-50,2,0,136.41272239329768
355,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800408,2008-12-22T00:00:00,TOR @ LAC,W,239.99999999999997,36,80,0.45,7,19,0.3684210526315789,18,24,0.75,10,38,48,26,13,11,9,3,17,21,97,110,0,0,188.01467880575206
356,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800434,2008-12-26T00:00:00,TOR @ SAC,W,240.0,38,69,0.5507246376811594,4,11,0.36363636363636365,27,36,0.75,12,27,39,17,16,6,3,4,21,27,107,30,0,0,138.48345656890768
357,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800443,2008-12-27T00:00:00,TOR @ POR,L,240.0,35,78,0.44871794871794873,7,19,0.3684210526315789,12,12,1.0,12,24,36,18,13,5,3,3,17,14,89,-65,0,0,46.90821082267063
358,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800457,2008-12-29T00:00:00,TOR @ GSW,L,240.0,41,93,0.44086021505376344,10,26,0.38461538461538464,19,25,0.76,20,29,49,27,13,6,4,9,26,23,111,-30,2,0,151.9907891586618
359,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800470,2008-12-31T00:00:00,TOR vs. DEN,L,240.00000000000003,38,81,0.4691358024691358,10,24,0.4166666666666667,21,24,0.875,10,32,42,24,12,8,7,3,22,20,107,-35,2,0,141.33373832412087
360,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800474,2009-01-02T00:00:00,TOR vs. HOU,W,240.0,40,83,0.4819277108433735,4,9,0.4444444444444444,10,17,0.5882352941176471,12,28,40,20,14,12,3,2,20,17,94,105,0,0,166.81979897624456
361,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800495,2009-01-04T00:00:00,TOR vs. ORL,W,240.00000000000003,41,76,0.5394736842105263,3,12,0.25,23,24,0.9583333333333334,5,34,39,20,9,6,3,2,20,19,108,30,1,0,141.88225714557532
362,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800503,2009-01-05T00:00:00,TOR @ MIL,L,239.99999999999997,39,72,0.5416666666666666,6,14,0.42857142857142855,13,19,0.6842105263157895,5,27,32,27,15,6,3,1,21,17,97,-50,1,0,134.7438206317302
363,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800516,2009-01-07T00:00:00,TOR @ WAS,W,240.0,37,68,0.5441176470588235,8,15,0.5333333333333333,17,20,0.85,7,32,39,18,20,5,6,2,19,19,99,30,0,0,123.59955162649425
364,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800530,2009-01-09T00:00:00,TOR vs. MEM,W,240.0,40,72,0.5555555555555556,4,10,0.4,19,24,0.7916666666666666,7,31,38,25,13,7,6,4,18,20,103,105,1,0,168.00412922837916
365,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800546,2009-01-11T00:00:00,TOR vs. BOS,L,239.99999999999997,28,74,0.3783783783783784,6,17,0.35294117647058826,26,31,0.8387096774193549,11,33,44,18,11,6,10,4,21,24,88,-30,1,0,98.02181991403275
366,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800554,2009-01-12T00:00:00,TOR @ BOS,L,265.0,39,82,0.47560975609756095,9,22,0.4090909090909091,22,26,0.8461538461538461,6,31,37,20,11,5,2,5,23,23,109,-30,1,0,131.7568964098157
367,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800568,2009-01-14T00:00:00,TOR vs. CHI,L,240.0,35,74,0.47297297297297297,5,13,0.38461538461538464,23,26,0.8846153846153846,5,26,31,20,10,9,3,2,19,21,98,-20,1,0,69.08865020546996
368,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800580,2009-01-16T00:00:00,TOR @ IND,L,240.0,34,83,0.40963855421686746,7,22,0.3181818181818182,29,38,0.7631578947368421,12,37,49,17,20,6,0,5,29,28,104,-35,1,0,89.75276813392257
369,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800599,2009-01-18T00:00:00,TOR vs. PHX,L,239.99999999999997,44,82,0.5365853658536586,7,15,0.4666666666666667,18,20,0.9,13,22,35,21,15,4,4,1,26,19,113,-20,1,0,129.09806902955867
370,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800603,2009-01-19T00:00:00,TOR @ ATL,L,240.0,35,84,0.4166666666666667,2,18,0.1111111111111111,12,15,0.8,12,37,49,20,14,10,2,2,17,17,84,-15,2,0,81.83961974383885
371,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800618,2009-01-21T00:00:00,TOR @ DET,L,240.0,31,73,0.4246575342465753,4,12,0.3333333333333333,10,17,0.5882352941176471,8,20,28,22,11,3,1,5,13,19,76,-95,0,0,64.16342211753576
372,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800636,2009-01-23T00:00:00,TOR @ CHI,W,240.0,43,76,0.5657894736842105,6,11,0.5454545454545454,22,27,0.8148148148148148,7,25,32,27,11,13,5,4,24,26,114,100,1,0,171.19363360119976
373,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800649,2009-01-25T00:00:00,TOR vs. SAC,W,240.0,41,78,0.5256410256410257,6,10,0.6,25,29,0.8620689655172413,10,33,43,21,13,7,5,3,18,23,113,80,1,0,178.49850114705615
374,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800670,2009-01-28T00:00:00,TOR @ NJN,W,239.99999999999997,39,70,0.5571428571428572,11,22,0.5,18,24,0.75,5,30,35,25,14,5,4,1,17,19,107,5,1,0,153.6214271317799
375,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800684,2009-01-30T00:00:00,TOR vs. MIL,L,240.0,33,76,0.4342105263157895,3,12,0.25,16,18,0.8888888888888888,8,28,36,18,16,5,5,4,23,23,85,-55,0,0,91.37952272116279
376,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800703,2009-02-01T00:00:00,TOR vs. ORL,L,240.0,35,87,0.40229885057471265,2,11,0.18181818181818182,18,19,0.9473684210526315,7,38,45,16,10,5,6,5,19,17,90,-115,2,0,104.84341127755481
377,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800714,2009-02-03T00:00:00,TOR @ CLE,L,240.0,31,78,0.3974358974358974,1,12,0.08333333333333333,20,26,0.7692307692307693,10,26,36,22,7,6,2,4,19,22,83,-90,1,0,112.52262749050719
378,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800721,2009-02-04T00:00:00,TOR vs. LAL,L,240.0,42,90,0.4666666666666667,6,15,0.4,17,19,0.8947368421052632,8,32,40,25,8,0,10,7,23,20,107,-40,0,0,109.05910128086533
379,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800738,2009-02-06T00:00:00,TOR @ NOH,L,240.0,35,69,0.5072463768115942,7,14,0.5,15,20,0.75,8,26,34,23,16,7,4,3,16,17,92,-45,0,0,103.32306524128114
380,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800746,2009-02-07T00:00:00,TOR @ MEM,L,240.00000000000003,23,79,0.2911392405063291,5,23,0.21739130434782608,19,21,0.9047619047619048,8,38,46,12,10,4,4,6,18,21,70,-40,0,0,69.55987683246977
381,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800768,2009-02-10T00:00:00,TOR @ MIN,W,240.0,43,81,0.5308641975308642,7,16,0.4375,17,18,0.9444444444444444,5,36,41,27,12,3,6,3,16,17,110,40,0,0,144.26421813275093
382,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800777,2009-02-11T00:00:00,TOR vs. SAS,W,240.0,35,78,0.44871794871794873,6,15,0.4,15,17,0.8823529411764706,4,35,39,13,12,4,7,3,17,17,91,10,0,0,71.49548923221502
383,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800799,2009-02-18T00:00:00,TOR vs. CLE,L,240.0,31,85,0.36470588235294116,4,15,0.26666666666666666,10,12,0.8333333333333334,8,24,32,18,11,8,2,7,13,13,76,-85,0,0,100.00192199032062
384,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800812,2009-02-20T00:00:00,TOR @ NYK,L,240.00000000000003,38,93,0.40860215053763443,5,17,0.29411764705882354,16,22,0.7272727272727273,11,34,45,23,12,4,8,1,15,22,97,-150,1,0,120.82689886021504
385,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800828,2009-02-22T00:00:00,TOR vs. NYK,W,240.0,44,86,0.5116279069767442,8,15,0.5333333333333333,15,19,0.7894736842105263,7,43,50,27,13,7,4,2,19,13,111,55,4,0,143.86363801818752
386,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800843,2009-02-24T00:00:00,TOR vs. MIN,W,240.00000000000003,46,86,0.5348837209302325,6,15,0.4,20,21,0.9523809523809523,8,31,39,34,13,6,4,5,16,19,118,40,1,0,144.31350522806028
387,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800872,2009-02-27T00:00:00,TOR @ PHX,L,240.0,41,88,0.4659090909090909,6,16,0.375,25,30,0.8333333333333334,16,27,43,19,17,5,3,8,27,24,113,-100,2,0,104.63725501788326
388,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800890,2009-03-01T00:00:00,TOR @ DAL,L,239.99999999999997,34,91,0.37362637362637363,3,14,0.21428571428571427,27,29,0.9310344827586207,15,30,45,16,10,4,4,3,22,23,98,-55,1,0,66.00020066435707
389,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800902,2009-03-03T00:00:00,TOR @ HOU,L,240.0,41,96,0.4270833333333333,7,21,0.3333333333333333,8,9,0.8888888888888888,12,30,42,26,7,6,8,4,20,12,97,-50,2,0,94.1787747557409
390,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800919,2009-03-06T00:00:00,TOR vs. MIA,L,240.0,42,83,0.5060240963855421,4,9,0.4444444444444444,14,17,0.8235294117647058,9,23,32,25,13,8,4,9,16,13,102,-30,0,0,66.13914716966806
391,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800937,2009-03-08T00:00:00,TOR vs. UTA,L,239.99999999999997,38,78,0.48717948717948717,4,6,0.6666666666666666,21,26,0.8076923076923077,11,33,44,24,15,5,3,3,26,23,101,-40,2,0,102.26622741951132
392,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800957,2009-03-11T00:00:00,TOR @ PHI,L,240.0,43,82,0.524390243902439,9,17,0.5294117647058824,11,16,0.6875,9,25,34,21,15,3,0,5,21,14,106,-45,0,0,123.92450274676217
393,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800970,2009-03-13T00:00:00,TOR vs. DET,L,265.0,39,96,0.40625,2,8,0.25,15,20,0.75,13,33,46,21,10,8,2,6,19,21,95,-20,2,0,85.74635362477441
394,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800990,2009-03-15T00:00:00,TOR vs. IND,W,240.0,39,86,0.45348837209302323,4,10,0.4,28,36,0.7777777777777778,18,37,55,25,15,8,1,3,21,21,110,115,2,0,153.14342139246077
395,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20800996,2009-03-16T00:00:00,TOR @ CHA,L,240.0,27,71,0.38028169014084506,3,16,0.1875,29,36,0.8055555555555556,11,29,40,19,23,7,6,6,18,26,86,-130,1,0,77.87903709732024
396,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801024,2009-03-20T00:00:00,TOR vs. CHA,L,240.0,30,67,0.44776119402985076,5,15,0.3333333333333333,24,26,0.9230769230769231,8,26,34,18,16,4,4,5,15,21,89,-65,0,0,63.9276564428169
397,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801044,2009-03-22T00:00:00,TOR vs. LAC,W,239.99999999999997,44,100,0.44,3,13,0.23076923076923078,9,15,0.6,14,43,57,25,10,11,4,7,23,12,100,120,2,0,166.4310200766262
398,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801063,2009-03-25T00:00:00,TOR vs. MIL,W,239.99999999999997,34,71,0.4788732394366197,12,24,0.5,35,40,0.875,9,30,39,23,15,5,6,4,15,28,115,45,2,0,126.67024650276777
399,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801075,2009-03-27T00:00:00,TOR vs. OKC,W,240.00000000000003,48,95,0.5052631578947369,8,18,0.4444444444444444,8,9,0.8888888888888888,13,41,54,36,13,6,9,6,19,14,112,80,2,0,194.42198841261308
400,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801094,2009-03-29T00:00:00,TOR vs. CHI,W,265.0,50,92,0.5434782608695652,6,13,0.46153846153846156,28,32,0.875,13,29,42,31,17,7,2,7,16,23,134,25,2,0,174.7697374117659
401,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801113,2009-04-01T00:00:00,TOR @ ORL,W,240.0,41,83,0.4939759036144578,4,8,0.5,13,18,0.7222222222222222,10,39,49,23,16,5,3,6,29,19,99,20,2,0,58.802126878817624
402,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801135,2009-04-04T00:00:00,TOR @ NYK,W,240.0,38,95,0.4,9,24,0.375,17,20,0.85,16,31,47,21,10,11,6,4,18,19,102,35,2,0,139.7326665583857
403,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801145,2009-04-05T00:00:00,TOR vs. NYK,L,239.99999999999997,43,97,0.44329896907216493,4,13,0.3076923076923077,13,15,0.8666666666666667,15,30,45,20,12,9,7,3,14,18,103,-45,1,0,135.6497609607122
404,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801154,2009-04-07T00:00:00,TOR vs. ATL,L,240.00000000000006,43,80,0.5375,6,13,0.46153846153846156,18,23,0.782608695652174,8,25,33,27,11,4,7,4,20,20,110,-40,2,0,192.60696370772723
405,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801163,2009-04-08T00:00:00,TOR @ IND,L,240.0,38,99,0.3838383838383838,3,15,0.2,22,28,0.7857142857142857,14,27,41,23,9,4,1,5,19,22,101,-145,0,0,132.15380717083508
406,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801183,2009-04-10T00:00:00,TOR vs. WAS,L,239.99999999999997,38,89,0.42696629213483145,8,22,0.36363636363636365,14,18,0.7777777777777778,9,31,40,23,11,6,4,11,19,15,98,-10,2,0,127.51385689143866
407,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801199,2009-04-12T00:00:00,TOR vs. PHI,W,240.0,42,78,0.5384615384615384,4,13,0.3076923076923077,23,27,0.8518518518518519,11,23,34,27,13,12,10,3,27,21,111,35,1,0,216.96561889829013
408,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801203,2009-04-13T00:00:00,TOR @ WAS,W,239.99999999999997,39,96,0.40625,4,17,0.23529411764705882,15,21,0.7142857142857143,22,29,51,30,16,14,6,12,17,17,97,5,2,0,112.95579135234277
409,2008-09,Regular Season,1610612761,TOR,Toronto Raptors,20801218,2009-04-15T00:00:00,TOR @ CHI,W,240.0,44,92,0.4782608695652174,4,10,0.4,17,21,0.8095238095238095,16,41,57,27,12,5,3,6,22,17,109,55,3,0,119.41672470473702
410,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900007,2009-10-28T00:00:00,TOR vs. CLE,W,240.0,34,75,0.4533333333333333,5,16,0.3125,28,37,0.7567567567567568,7,41,48,23,13,4,6,2,30,27,101,50,1,0,162.5667259980574
411,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900025,2009-10-30T00:00:00,TOR @ MEM,L,240.0,39,88,0.4431818181818182,7,22,0.3181818181818182,22,28,0.7857142857142857,15,21,36,20,14,7,5,5,29,22,107,-40,1,0,132.49888561263958
412,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900039,2009-11-01T00:00:00,TOR vs. ORL,L,240.0,40,74,0.5405405405405406,10,17,0.5882352941176471,26,35,0.7428571428571429,9,29,38,19,14,2,6,5,28,23,116,-45,1,0,125.80436582472196
413,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900061,2009-11-04T00:00:00,TOR vs. DET,W,240.0,33,76,0.4342105263157895,8,24,0.3333333333333333,36,47,0.7659574468085106,14,31,45,20,6,7,7,5,20,30,110,55,1,0,172.46221874328654
414,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900079,2009-11-06T00:00:00,TOR @ NOH,W,240.00000000000006,39,77,0.5064935064935064,14,29,0.4827586206896552,15,23,0.6521739130434783,9,30,39,23,10,6,4,1,25,21,107,85,0,0,132.1224820865693
415,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900088,2009-11-07T00:00:00,TOR @ DAL,L,240.0,36,82,0.43902439024390244,8,22,0.36363636363636365,21,27,0.7777777777777778,12,27,39,16,14,5,4,3,20,19,101,-140,1,0,148.47995580685426
416,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900100,2009-11-09T00:00:00,TOR @ SAS,L,240.00000000000006,45,76,0.5921052631578947,11,17,0.6470588235294118,23,29,0.7931034482758621,5,24,29,21,11,2,4,6,35,22,124,-35,1,0,200.14079242462674
417,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900110,2009-11-11T00:00:00,TOR vs. CHI,W,240.0,36,88,0.4090909090909091,5,20,0.25,22,23,0.9565217391304348,11,36,47,17,15,7,6,7,17,17,99,50,1,0,133.5684789291747
418,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900132,2009-11-13T00:00:00,TOR @ LAC,W,240.0,41,80,0.5125,9,20,0.45,13,15,0.8666666666666667,8,26,34,28,9,5,4,3,23,16,104,75,1,0,147.69046264657482
419,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900145,2009-11-15T00:00:00,TOR @ PHX,L,240.00000000000003,40,88,0.45454545454545453,9,24,0.375,11,14,0.7857142857142857,11,28,39,18,11,6,4,4,20,16,100,-5,1,0,128.35860795929148
420,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900155,2009-11-17T00:00:00,TOR @ DEN,L,240.0,42,91,0.46153846153846156,7,16,0.4375,21,28,0.75,19,29,48,28,14,9,6,7,27,26,112,-90,1,0,237.47973535145107
421,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900167,2009-11-18T00:00:00,TOR @ UTA,L,240.0,34,91,0.37362637362637363,6,25,0.24,17,22,0.7727272727272727,16,34,50,14,11,4,4,3,21,18,91,-65,2,0,66.25243189330908
422,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900175,2009-11-20T00:00:00,TOR vs. MIA,W,240.0,41,71,0.5774647887323944,9,15,0.6,29,36,0.8055555555555556,9,34,43,28,20,3,7,1,28,27,120,35,2,0,167.23460018952898
423,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900192,2009-11-22T00:00:00,TOR vs. ORL,L,240.0,34,77,0.44155844155844154,6,16,0.375,22,28,0.7857142857142857,8,35,43,19,9,4,2,0,27,20,96,-40,0,0,153.9633698380573
424,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900202,2009-11-24T00:00:00,TOR vs. IND,W,240.0,43,77,0.5584415584415584,9,18,0.5,28,37,0.7567567567567568,8,35,43,28,13,7,8,4,23,24,123,55,1,0,216.97204083635614
425,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900208,2009-11-25T00:00:00,TOR @ CHA,L,240.00000000000003,30,87,0.3448275862068966,4,19,0.21052631578947367,17,23,0.7391304347826086,12,30,42,15,15,4,7,16,22,24,81,-175,1,0,58.771870110573474
426,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900225,2009-11-27T00:00:00,TOR @ BOS,L,239.99999999999997,39,70,0.5571428571428572,7,14,0.5,18,23,0.782608695652174,10,21,31,15,25,7,6,1,19,20,103,-65,1,0,122.73654414271637
427,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900241,2009-11-29T00:00:00,TOR vs. PHX,L,239.99999999999997,36,92,0.391304347826087,1,20,0.05,21,26,0.8076923076923077,15,29,44,15,11,7,5,2,21,23,94,-95,1,0,143.80573711449279
428,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900254,2009-12-01T00:00:00,TOR vs. WAS,L,240.0,36,84,0.42857142857142855,8,21,0.38095238095238093,22,27,0.8148148148148148,13,37,50,19,16,2,3,6,27,21,102,-20,2,0,79.33002484138467
429,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900259,2009-12-02T00:00:00,TOR @ ATL,L,239.99999999999997,42,82,0.5121951219512195,10,16,0.625,21,34,0.6176470588235294,8,21,29,25,9,5,3,6,24,26,115,-155,0,0,196.65958995955248
430,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900272,2009-12-04T00:00:00,TOR @ WAS,W,265.0,41,91,0.45054945054945056,9,25,0.36,18,23,0.782608695652174,14,35,49,25,17,5,3,8,28,22,109,10,1,0,77.5810592457041
431,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900283,2009-12-05T00:00:00,TOR @ CHI,W,239.99999999999997,40,83,0.4819277108433735,7,21,0.3333333333333333,23,26,0.8846153846153846,18,35,53,27,13,8,4,5,22,22,110,160,1,0,214.89544636097688
432,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900301,2009-12-08T00:00:00,TOR vs. MIN,W,239.99999999999994,26,80,0.325,2,21,0.09523809523809523,40,48,0.8333333333333334,15,38,53,14,9,9,6,4,23,29,94,30,1,0,125.94724853496821
433,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900312,2009-12-09T00:00:00,TOR @ MIL,L,240.00000000000003,33,68,0.4852941176470588,4,14,0.2857142857142857,25,33,0.7575757575757576,4,30,34,17,13,5,2,5,25,24,95,-110,1,0,147.69103778495713
434,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900322,2009-12-11T00:00:00,TOR vs. ATL,L,240.00000000000003,36,74,0.4864864864864865,2,10,0.2,15,23,0.6521739130434783,10,23,33,17,17,5,4,4,17,19,89,-110,1,0,164.9897726555551
435,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900339,2009-12-13T00:00:00,TOR vs. HOU,W,239.99999999999997,40,80,0.5,5,12,0.4166666666666667,16,21,0.7619047619047619,9,31,40,22,14,5,9,2,25,17,101,65,0,0,115.01281406613035
436,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900353,2009-12-15T00:00:00,TOR @ MIA,L,240.0,33,73,0.4520547945205479,2,11,0.18181818181818182,27,34,0.7941176470588235,4,28,32,16,13,6,7,5,13,23,95,-100,0,0,149.73205573547074
437,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900360,2009-12-16T00:00:00,TOR @ ORL,L,240.00000000000003,39,89,0.43820224719101125,5,12,0.4166666666666667,16,20,0.8,10,21,31,20,8,6,0,14,22,21,99,-95,0,0,151.23250438355
438,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900373,2009-12-18T00:00:00,TOR vs. NJN,W,239.99999999999997,49,83,0.5903614457831325,6,9,0.6666666666666666,14,21,0.6666666666666666,13,24,37,33,14,11,6,1,23,15,118,115,0,0,225.02624842077827
439,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900393,2009-12-20T00:00:00,TOR vs. NOH,W,240.0,41,87,0.47126436781609193,3,15,0.2,13,19,0.6842105263157895,12,40,52,24,15,6,6,1,18,18,98,30,2,0,127.84675097616284
440,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900415,2009-12-23T00:00:00,TOR @ DET,W,240.0,35,65,0.5384615384615384,8,15,0.5333333333333333,16,22,0.7272727272727273,5,33,38,26,13,4,9,1,24,22,94,150,1,0,152.74646432978744
441,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900439,2009-12-27T00:00:00,TOR vs. DET,W,240.0,33,63,0.5238095238095238,4,13,0.3076923076923077,32,44,0.7272727272727273,6,30,36,21,14,5,6,3,32,33,102,35,1,0,158.64050805001352
442,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900462,2009-12-30T00:00:00,TOR vs. CHA,W,239.99999999999997,37,84,0.44047619047619047,5,19,0.2631578947368421,28,31,0.9032258064516129,17,19,36,22,10,12,7,1,21,24,107,20,1,0,161.4450240108747
443,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900481,2010-01-02T00:00:00,TOR @ BOS,L,240.00000000000003,35,71,0.49295774647887325,8,15,0.5333333333333333,18,25,0.72,5,23,28,22,16,6,4,5,27,21,96,-35,0,0,92.18676482531659
444,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900491,2010-01-03T00:00:00,TOR vs. SAS,W,240.0,33,77,0.42857142857142855,1,8,0.125,24,27,0.8888888888888888,8,38,46,19,13,3,7,1,22,22,91,25,1,0,112.90753627040226
445,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900509,2010-01-06T00:00:00,TOR @ ORL,W,240.00000000000003,39,71,0.5492957746478874,9,20,0.45,21,24,0.875,2,33,35,31,15,6,2,2,28,18,108,25,1,0,180.9605694449089
446,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900518,2010-01-08T00:00:00,TOR @ PHI,W,239.99999999999997,40,78,0.5128205128205128,5,15,0.3333333333333333,23,28,0.8214285714285714,5,31,36,20,15,8,7,7,18,19,108,10,0,0,165.38447788421269
447,2009-10,Regular Season,1610612761,TOR,Toronto Raptors,20900538,2010-01-10T00:00:00,TOR vs. BOS,L,240.0,39,81,0.48148148148148145,8,19,0.42105263157894735,21,27,0.7777777777777778,11,27,38,23,15,8,6,6,25,21,107,-35,1,0,120.25048133541452
