,SEASON_YEAR,Game_Type,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,PER
50,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,248.81666665366666,45.0,90.0,0.5,11.0,32.0,0.34375,22.0,25.0,0.88,10.0,34.0,44.0,26.0,10.0,14.0,0.0,6.0,20.0,20.0,123.0,2.0,1,0,182.6943601285843
51,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,242.5833333236667,45.0,93.0,0.4838709677419355,17.0,38.0,0.4473684210526316,16.0,20.0,0.8,9.0,34.0,43.0,27.0,15.0,14.0,3.0,6.0,25.0,21.0,123.0,9.8,2,0,191.26813092358427
52,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,245.74999998966666,47.0,98.0,0.47959183673469385,13.0,35.0,0.37142857142857144,17.0,24.0,0.7083333333333334,16.0,37.0,53.0,19.0,7.0,8.0,5.0,6.0,23.0,19.0,124.0,1.2,0,0,193.88453468058427
53,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,238.9666666736667,53.0,93.0,0.5698924731182796,16.0,32.0,0.5,18.0,24.0,0.75,11.0,33.0,44.0,27.0,18.0,14.0,4.0,5.0,25.0,21.0,140.0,11.4,2,0,155.71228381258427
54,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,248.79999998966667,36.0,90.0,0.4,13.0,42.0,0.30952380952380953,12.0,16.0,0.75,8.0,39.0,47.0,20.0,13.0,7.0,4.0,5.0,23.0,19.0,97.0,-8.6,1,1,81.77371465058428
55,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,251.94444445511107,45.5,86.0,0.5290697674418605,14.166666666666666,37.666666666666664,0.3761061946902655,21.333333333333332,23.5,0.9078014184397163,8.166666666666666,43.666666666666664,51.833333333333336,25.666666666666668,22.666666666666668,7.5,13.166666666666666,3.8333333333333335,21.0,24.833333333333332,126.5,18.3,2,0,211.28446854020558
56,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900843,2020-02-23T00:00:00,TOR vs. IND,243.92777776711108,50.5,96.0,0.5260416666666666,17.166666666666668,43.666666666666664,0.39312977099236646,15.333333333333334,17.5,0.8761904761904762,11.166666666666666,45.666666666666664,56.833333333333336,31.666666666666668,17.666666666666668,8.5,10.166666666666666,3.8333333333333335,20.0,20.833333333333332,133.5,45.7,2,0,319.7190281062056
57,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900858,2020-02-25T00:00:00,TOR vs. MIL,239.99999999999997,32.0,91.0,0.3516483516483517,18.0,52.0,0.34615384615384615,15.0,21.0,0.7142857142857143,9.0,34.0,43.0,21.0,16.0,4.0,5.0,10.0,26.0,19.0,97.0,-11.0,0,0,128.36827016900003
58,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900879,2020-02-28T00:00:00,TOR vs. CHA,244.90166667666668,36.0,95.0,0.37894736842105264,10.0,42.0,0.23809523809523808,22.0,32.0,0.6875,14.0,34.0,48.0,19.0,4.0,12.0,3.0,8.0,26.0,25.0,104.0,1.6,0,0,116.12448712858429
59,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900898,2020-03-01T00:00:00,TOR @ DEN,252.79444444477775,44.5,96.0,0.4635416666666667,9.166666666666666,37.666666666666664,0.24336283185840707,29.333333333333332,33.5,0.8756218905472637,12.166666666666666,32.666666666666664,44.833333333333336,24.666666666666668,10.666666666666666,11.5,4.166666666666667,2.8333333333333335,26.0,26.833333333333332,127.5,-9.7,0,0,142.89087443378992
