SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,Game_Type,UID_STG,PIE,PER,SALARY
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,38.53333333,8,19,0.421,4,10,0.4,2,2,1,0,2,2,1,3,1,0,0,1,3,22,-12,0,0,Regular Season,2019-2016106127610021900809,16.41791045,12.87277682,9346153
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,15.81666667,1,6,0.167,0,2,0,0,0,0,1,1,2,1,0,1,0,1,0,0,2,0,0,0,Regular Season,2019-2016106127610021900809,0.746268657,2.050432034,4000000
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,34.55,10,17,0.588,5,10,0.5,3,4,0.75,1,8,9,0,2,1,2,0,5,4,28,3,0,0,Regular Season,2019-2016106127610021900809,35.07462687,30.66448625,23271604
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,37.45,6,17,0.353,1,6,0.167,3,3,1,2,6,8,4,1,1,0,0,2,3,16,-9,0,0,Regular Season,2019-2016106127610021900809,20.89552239,14.62333778,2351839
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,16.88333333,0,6,0,0,5,0,1,2,0.5,1,1,2,0,0,0,0,0,0,2,1,-2,0,0,Regular Season,2019-2016106127610021900809,-6.71641791,-9.150384995,898310
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,32.18333333,2,5,0.4,0,2,0,0,0,0,0,3,3,0,2,1,1,0,3,0,4,-10,0,0,Regular Season,2019-2016106127610021900809,0.746268657,0.998715691,2281800
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,2.533333333,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-2,0,0,Regular Season,2019-2016106127610021900809,-1.492537313,-16.44355263,898310
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,16.33333333,2,3,0.667,0,0,0,0,0,0,0,2,2,3,2,0,1,1,2,0,4,-2,0,0,Regular Season,2019-2016106127610021900809,6.71641791,9.987122449,2500000
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900809,2020-02-12T00:00:00,TOR @ BKN,L,9.05,1,3,0.333,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,-9,0,0,Regular Season,2019-2016106127610021900809,0.746268657,4.889834254,1588231
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,37.28333333,5,13,0.385,2,7,0.286,4,4,1,0,2,2,7,4,3,0,0,2,3,16,21,0,0,Regular Season,2019-2016106127610021900796,10.56603774,15.84708091,9346153
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,33.53833333,8,13,0.615,0,2,0,5,8,0.625,1,5,6,1,0,3,0,0,5,5,21,20,0,0,Regular Season,2019-2016106127610021900796,13.20754717,26.49222283,2500000
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,36.51166667,14,21,0.667,6,8,0.75,0,1,0,1,5,6,5,3,2,1,1,5,2,34,12,0,0,Regular Season,2019-2016106127610021900796,23.39622642,38.46425343,2351839
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,13.31666667,3,5,0.6,0,1,0,0,0,0,0,2,2,0,1,0,0,1,3,0,6,-6,0,0,Regular Season,2019-2016106127610021900796,1.509433962,7.76057572,1588231
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,15.01666667,1,5,0.2,1,2,0.5,0,0,0,0,2,2,0,1,0,0,1,3,0,3,-13,0,0,Regular Season,2019-2016106127610021900796,-2.264150943,-6.332830189,898310
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,25.65,1,2,0.5,1,2,0.5,2,2,1,1,3,4,2,0,3,0,0,4,1,5,5,0,0,Regular Season,2019-2016106127610021900796,6.41509434,17.06927875,4000000
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,40.16666667,9,16,0.563,4,7,0.571,5,6,0.833,1,6,7,11,8,1,2,0,4,6,27,11,1,0,Regular Season,2019-2016106127610021900796,20,26.42255602,34996296
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,35.75,10,13,0.769,3,4,0.75,2,2,1,5,7,12,3,1,3,1,1,0,2,25,10,1,0,Regular Season,2019-2016106127610021900796,27.9245283,43.08825175,2281800
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900796,2020-02-10T00:00:00,TOR vs. MIN,W,2.766666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,Regular Season,2019-2016106127610021900796,-0.754716981,-14.16506024,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,16.03333333,2,5,0.4,0,2,0,5,5,1,2,3,5,0,2,0,3,0,5,3,9,5,0,0,Regular Season,2019-2016106127610021900781,4.245283019,20.88661123,1588231
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,8.383333333,0,2,0,0,2,0,1,2,0.5,1,0,1,1,0,0,0,0,1,1,1,10,0,0,Regular Season,2019-2016106127610021900781,-1.41509434,0.604413519,129568
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,33.03333333,11,20,0.55,4,9,0.444,3,3,1,0,2,2,6,3,0,0,1,4,2,29,-1,0,0,Regular Season,2019-2016106127610021900781,19.81132075,28.66655903,9346153
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,33.6,9,22,0.409,0,5,0,2,4,0.5,0,7,7,4,0,0,1,1,1,3,20,-8,0,0,Regular Season,2019-2016106127610021900781,14.62264151,17.28872024,2351839
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,31.96666667,5,9,0.556,1,3,0.333,1,2,0.5,1,5,6,2,0,0,1,1,1,3,12,-4,0,0,Regular Season,2019-2016106127610021900781,13.20754717,17.37422315,23271604
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,18.86666667,1,3,0.333,1,1,1,0,0,0,0,2,2,3,0,0,0,0,2,0,3,6,0,0,Regular Season,2019-2016106127610021900781,3.773584906,8.394911661,4000000
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,22.28333333,6,9,0.667,3,4,0.75,0,0,0,0,6,6,1,0,3,0,0,2,0,15,4,0,0,Regular Season,2019-2016106127610021900781,18.86792453,36.05488407,898310
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,30.2,7,15,0.467,5,8,0.625,1,1,1,5,3,8,1,2,1,0,2,4,1,20,-8,0,0,Regular Season,2019-2016106127610021900781,12.73584906,24.68990066,898310
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,16.78333333,2,6,0.333,0,0,0,1,2,0.5,4,3,7,3,0,0,0,0,1,2,5,6,0,0,Regular Season,2019-2016106127610021900781,6.603773585,19.63567031,2500000
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900781,2020-02-08T00:00:00,TOR vs. BKN,W,28.85,2,4,0.5,0,1,0,1,2,0.5,0,4,4,1,0,2,0,0,1,1,5,-5,0,0,Regular Season,2019-2016106127610021900781,7.547169811,10.54831889,2281800
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,13.46,2,2,1,0,0,0,2,2,1,0,5,5,3,1,1,1,0,2,2,6,-5,0,0,Regular Season,2019-2016106127610021900772,11.96172249,33.27771174,2500000
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,34.75,6,20,0.3,1,5,0.2,2,2,1,0,4,4,0,3,0,1,1,1,1,15,7,0,0,Regular Season,2019-2016106127610021900772,1.435406699,0.903597122,2351839
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,28.2,5,8,0.625,3,5,0.6,3,4,0.75,1,2,3,0,1,5,0,1,6,3,16,9,0,0,Regular Season,2019-2016106127610021900772,11.96172249,27.26393617,2281800
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,28.08333333,6,11,0.545,3,7,0.429,1,1,1,1,0,1,11,2,1,0,0,2,4,16,5,1,0,Regular Season,2019-2016106127610021900772,18.66028708,30.4101365,34996296
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,40.3,9,17,0.529,3,5,0.6,1,2,0.5,3,7,10,3,4,0,0,0,3,3,22,10,1,0,Regular Season,2019-2016106127610021900772,16.74641148,17.34826303,23271604
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,25.03333333,7,11,0.636,3,6,0.5,0,1,0,1,7,8,2,1,2,1,2,4,1,17,7,0,0,Regular Season,2019-2016106127610021900772,18.18181818,32.58351531,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,7.556666667,1,4,0.25,1,2,0.5,0,0,0,0,2,2,1,0,1,0,1,3,0,3,0,0,0,Regular Season,2019-2016106127610021900772,0.956937799,11.45518306,1588231
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,40.58333333,6,14,0.429,3,7,0.429,5,5,1,0,3,3,7,3,2,0,0,1,4,20,9,0,0,Regular Season,2019-2016106127610021900772,19.13875598,19.89055441,9346153
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900772,2020-02-07T00:00:00,TOR @ IND,W,22.03333333,0,1,0,0,1,0,0,0,0,2,1,3,1,1,0,0,0,0,0,0,3,0,0,Regular Season,2019-2016106127610021900772,0.956937799,1.573842663,4000000
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,7.916666667,2,3,0.667,0,1,0,3,4,0.75,1,1,2,0,0,0,0,0,0,2,7,-3,0,0,Regular Season,2019-2016106127610021900758,5.485232068,38.77528421,1588231
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,33.83333333,13,21,0.619,2,7,0.286,2,2,1,1,6,7,3,3,1,0,2,5,2,30,-8,0,0,Regular Season,2019-2016106127610021900758,20.67510549,30.68905419,23271604
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,39.60333333,7,18,0.389,1,4,0.25,10,11,0.909,1,8,9,5,1,3,0,0,2,7,25,14,0,0,Regular Season,2019-2016106127610021900758,22.3628692,27.12077266,2351839
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,37.53333333,12,21,0.571,3,6,0.5,5,5,1,3,5,8,10,3,2,0,1,3,5,32,13,1,0,Regular Season,2019-2016106127610021900758,29.95780591,39.96879218,34996296
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,37.31666667,4,10,0.4,2,5,0.4,0,0,0,0,3,3,7,1,3,0,1,3,1,10,-4,0,0,Regular Season,2019-2016106127610021900758,10.97046414,14.87662349,9346153
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,15.8,1,2,0.5,1,1,1,1,2,0.5,0,0,0,1,0,0,0,0,0,1,4,2,0,0,Regular Season,2019-2016106127610021900758,2.53164557,10.12075949,4000000
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,13.14333333,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,-18,0,0,Regular Season,2019-2016106127610021900758,0,-2.050469186,2500000
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,27.62,0,1,0,0,1,0,0,0,0,1,2,3,0,1,1,0,0,1,0,0,-2,0,0,Regular Season,2019-2016106127610021900758,0.421940928,0.443157133,2281800
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900758,2020-02-05T00:00:00,TOR vs. IND,W,27.23333333,4,9,0.444,3,7,0.429,0,0,0,0,3,3,1,0,1,0,1,2,0,11,11,0,0,Regular Season,2019-2016106127610021900758,7.594936709,14.73591187,898310
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,28.38333333,12,15,0.8,6,7,0.857,1,2,0.5,2,2,4,1,2,0,0,0,4,2,31,18,0,0,Regular Season,2019-2016106127610021900740,19.01140684,42.86413388,898310
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,32.21666667,5,11,0.455,2,6,0.333,0,0,0,2,2,4,8,3,1,0,0,3,2,12,17,0,0,Regular Season,2019-2016106127610021900740,9.125475285,16.259224,9346153
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,22.95,3,5,0.6,2,3,0.667,2,2,1,0,2,2,2,0,1,0,0,0,2,10,20,0,0,Regular Season,2019-2016106127610021900740,9.885931559,23.05965142,4000000
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,24.51666667,5,10,0.5,1,4,0.25,4,4,1,1,4,5,1,1,2,0,0,3,3,15,21,0,0,Regular Season,2019-2016106127610021900740,10.2661597,24.79158396,1588231
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,24.5,7,12,0.583,1,2,0.5,1,2,0.5,0,6,6,1,2,0,3,0,2,1,16,0,0,0,Regular Season,2019-2016106127610021900740,11.02661597,23.76644898,23271604
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,29.50166667,3,7,0.429,3,7,0.429,5,6,0.833,0,4,4,6,2,0,1,0,2,7,14,14,0,0,Regular Season,2019-2016106127610021900740,11.78707224,21.50092085,34996296
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,27.96833333,6,14,0.429,0,2,0,5,5,1,5,4,9,5,2,0,0,0,1,2,17,13,0,0,Regular Season,2019-2016106127610021900740,13.30798479,26.4356117,2351839
2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,3.2,0,0,0,0,0,0,1,2,0.5,0,1,1,1,0,0,0,0,0,1,1,3,0,0,Regular Season,2019-2016106127610021900740,1.520912548,23.793125,79568
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,21.065,2,3,0.667,0,0,0,0,0,0,2,5,7,0,2,1,0,0,0,1,4,6,0,0,Regular Season,2019-2016106127610021900740,6.08365019,10.94934726,2281800
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,18.065,3,6,0.5,1,3,0.333,0,0,0,0,1,1,2,0,0,0,0,2,0,7,18,0,0,Regular Season,2019-2016106127610021900740,3.802281369,13.37558815,898310
2019-20,1626169,Stanley Johnson,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,4.433333333,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,2,0,0,Regular Season,2019-2016106127610021900740,1.901140684,19.42263158,3623000
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900740,2020-02-02T00:00:00,TOR vs. CHI,W,3.2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,3,0,0,Regular Season,2019-2016106127610021900740,2.281368821,31.4428125,129568
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,23.79666667,3,6,0.5,0,2,0,0,0,0,1,1,2,1,0,0,0,2,2,0,6,1,0,0,Regular Season,2019-2016106127610021900720,3.723404255,8.168623056,2281800
2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,Regular Season,2019-2016106127610021900720,0,0,79568
2019-20,1626169,Stanley Johnson,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,1.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,Regular Season,2019-2016106127610021900720,-1.063829787,-25.28387097,3623000
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,21.67,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,0,0,6,0,0,Regular Season,2019-2016106127610021900720,1.595744681,4.102584218,4000000
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,Regular Season,2019-2016106127610021900720,0,0,898310
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,10.81666667,2,4,0.5,1,2,0.5,0,0,0,0,1,1,0,0,0,2,0,2,0,5,-7,0,0,Regular Season,2019-2016106127610021900720,3.191489362,18.85386749,898310
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,1.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-6,0,0,Regular Season,2019-2016106127610021900720,-4.255319149,-82.21612903,129568
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,28.66666667,9,14,0.643,3,4,0.75,0,0,0,4,2,6,3,5,0,0,0,4,0,21,5,0,0,Regular Season,2019-2016106127610021900720,14.89361702,23.87912791,23271604
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,17.78333333,3,8,0.375,0,2,0,2,2,1,1,6,7,0,0,0,3,1,3,1,8,14,0,0,Regular Season,2019-2016106127610021900720,8.510638298,19.62230553,1588231
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,28.85,6,13,0.462,0,4,0,0,0,0,0,7,7,1,2,3,1,1,2,1,12,18,0,0,Regular Season,2019-2016106127610021900720,13.29787234,15.1644714,10116576
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,31.3,2,9,0.222,1,4,0.25,2,3,0.667,0,2,2,6,2,1,0,1,3,3,7,11,0,0,Regular Season,2019-2016106127610021900720,3.191489362,4.948977636,34996296
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,35.7,12,18,0.667,2,4,0.5,4,5,0.8,0,7,7,4,3,0,1,1,4,5,30,26,0,0,Regular Season,2019-2016106127610021900720,29.25531915,31.28971989,2351839
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900720,2020-01-31T00:00:00,TOR @ DET,W,35.21666667,7,11,0.636,2,4,0.5,0,1,0,0,8,8,9,1,2,0,0,3,2,16,15,0,0,Regular Season,2019-2016106127610021900720,27.65957447,27.26427828,9346153
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,36.98333333,8,16,0.5,2,6,0.333,5,6,0.833,2,3,5,5,3,3,0,0,4,5,23,10,0,0,Regular Season,2019-2016106127610021900714,18.62745098,24.83816133,34996296
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,33.21666667,10,14,0.714,3,6,0.5,3,3,1,1,3,4,1,1,1,1,0,2,2,26,12,0,0,Regular Season,2019-2016106127610021900714,24.50980392,33.74739589,23271604
2019-20,1627775,Patrick McCaw,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,20.43333333,2,2,1,0,0,0,0,1,0,0,3,3,1,1,1,0,0,1,1,4,4,0,0,Regular Season,2019-2016106127610021900714,5.882352941,10.44141925,4000000
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,36.53333333,3,13,0.231,2,7,0.286,0,0,0,3,4,7,12,2,1,0,0,2,1,8,-5,0,0,Regular Season,2019-2016106127610021900714,12.25490196,12.96407847,9346153
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,31.46666667,4,9,0.444,1,1,1,0,2,0,0,3,3,1,2,0,0,1,2,2,9,-3,0,0,Regular Season,2019-2016106127610021900714,1.960784314,3.048336864,2281800
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,33.83333333,5,12,0.417,1,3,0.333,8,10,0.8,0,5,5,2,3,5,1,1,4,5,19,10,0,0,Regular Season,2019-2016106127610021900714,15.19607843,22.54380296,2351839
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,7.233333333,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,Regular Season,2019-2016106127610021900714,0.490196078,9.870967742,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,14.78333333,4,5,0.8,0,1,0,2,2,1,0,4,4,0,0,0,1,0,1,2,10,-6,0,0,Regular Season,2019-2016106127610021900714,12.25490196,32.40027057,1588231
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900714,2020-01-30T00:00:00,TOR @ CLE,W,25.51666667,5,12,0.417,3,7,0.429,3,4,0.75,2,3,5,0,1,1,0,1,3,3,16,6,0,0,Regular Season,2019-2016106127610021900714,8.823529412,19.67004572,10116576
2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,32.83333333,4,8,0.5,2,5,0.4,2,2,1,0,8,8,11,5,1,0,0,4,5,12,32,1,0,Regular Season,2019-2016106127610021900703,15.44715447,18.24070051,34996296
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,26.63833333,1,3,0.333,0,2,0,2,2,1,1,5,6,3,0,1,3,0,4,1,4,14,0,0,Regular Season,2019-2016106127610021900703,7.317073171,15.79479447,2281800
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,29.23333333,8,16,0.5,3,7,0.429,0,0,0,0,1,1,3,2,1,0,1,2,1,19,6,0,0,Regular Season,2019-2016106127610021900703,9.756097561,19.13993158,9346153
2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,27.3,9,14,0.643,2,7,0.286,4,6,0.667,2,8,10,0,0,2,0,0,2,3,24,17,1,0,Regular Season,2019-2016106127610021900703,21.13821138,40.19904762,23271604
2019-20,1626169,Stanley Johnson,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,5,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,-6,0,0,Regular Season,2019-2016106127610021900703,2.43902439,16.2794,3623000
2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,2.066666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,Regular Season,2019-2016106127610021900703,-0.81300813,-18.96290323,1588231
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,23.86666667,2,9,0.222,0,2,0,2,2,1,0,2,2,1,2,4,0,0,1,2,6,6,0,0,Regular Season,2019-2016106127610021900703,2.43902439,6.112751397,10116576
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,22.91666667,5,9,0.556,1,4,0.25,4,4,1,1,5,6,1,0,0,0,0,3,2,15,6,0,0,Regular Season,2019-2016106127610021900703,11.78861789,26.52248727,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900703,2020-01-28T00:00:00,TOR vs. ATL,W,13.03333333,4,8,0.5,0,3,0,1,1,1,3,2,5,1,0,1,0,0,4,1,9,2,0,0,Regular Season,2019-2016106127610021900703,5.284552846,30.73557545,1588231
