,GAME_ID,GAME_DATE,MATCHUP,Unnamed: 0,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,PER
15,21900246,2019-11-25T00:00:00,TOR vs. PHI,4292,240.00000001,38.0,84.0,0.4523809523809524,11.0,34.0,0.3235294117647059,14.0,22.0,0.6363636363636364,8.0,32.0,40.0,27.0,10.0,5.0,5.0,3.0,18.0,20.0,101.0,25.0,1,0,116.11012033799999
16,21900258,2019-11-27T00:00:00,TOR vs. NYK,5966,268.2802419391505,52.38306451612903,110.13709677419355,0.47561689975836563,23.487903225806452,46.971774193548384,0.5000429221392395,16.846774193548388,21.633064516129032,0.7787511649580615,17.75,37.44758064516129,55.19758064516129,28.044354838709676,14.818548387096774,7.310483870967742,4.318548387096774,5.080645161290322,18.637096774193548,20.745967741935484,145.1008064516129,141.2983870967742,2,0,239.2972086434083
17,21900269,2019-11-29T00:00:00,TOR @ ORL,4662,239.99999999999997,31.0,84.0,0.36904761904761907,11.0,38.0,0.2894736842105263,17.0,28.0,0.6071428571428571,11.0,35.0,46.0,21.0,13.0,16.0,4.0,11.0,20.0,19.0,90.0,35.0,1,0,103.891501243
18,21900291,2019-12-01T00:00:00,TOR vs. UTA,6780,272.4635752691505,55.38306451612903,108.13709677419355,0.5121560146170482,21.487903225806452,42.971774193548384,0.5000469175190017,20.846774193548388,25.633064516129032,0.8132767028472551,7.75,39.44758064516129,47.19758064516129,40.04435483870968,16.818548387096776,15.310483870967742,7.318548387096774,4.080645161290322,26.637096774193548,20.745967741935484,153.1008064516129,105.29838709677419,1,0,255.90727118640828
19,21900301,2019-12-03T00:00:00,TOR vs. MIA,4473,265.0,35.0,91.0,0.38461538461538464,11.0,43.0,0.2558139534883721,29.0,36.0,0.8055555555555556,9.0,39.0,48.0,25.0,11.0,5.0,4.0,7.0,20.0,27.0,110.0,-55.0,2,0,124.76079088
20,21900318,2019-12-05T00:00:00,TOR vs. HOU,4875,239.999999997,38.0,88.0,0.4318181818181818,12.0,39.0,0.3076923076923077,21.0,24.0,0.875,12.0,33.0,45.0,27.0,17.0,14.0,5.0,2.0,21.0,24.0,109.0,-50.0,0,0,148.511037238
21,21900338,2019-12-08T00:00:00,TOR @ PHI,4775,240.000000007,38.0,88.0,0.4318181818181818,11.0,33.0,0.3333333333333333,17.0,20.0,0.85,13.0,29.0,42.0,21.0,18.0,13.0,4.0,5.0,22.0,18.0,104.0,-30.0,1,0,168.22088591700003
22,21900345,2019-12-09T00:00:00,TOR @ CHI,4675,240.00000000699998,34.0,90.0,0.37777777777777777,7.0,29.0,0.2413793103448276,18.0,26.0,0.6923076923076923,14.0,40.0,54.0,19.0,15.0,8.0,9.0,4.0,12.0,20.0,93.0,5.0,1,0,115.955465336
23,21900359,2019-12-11T00:00:00,TOR vs. LAC,5301,254.21666668,34.0,90.0,0.37777777777777777,8.0,36.0,0.2222222222222222,22.0,26.0,0.8461538461538461,19.0,38.0,57.0,22.0,19.0,10.0,14.0,4.0,25.0,22.0,98.0,-82.0,0,0,148.58154710633332
24,21900381,2019-12-14T00:00:00,TOR vs. BKN,6331,268.39690859815056,48.38306451612903,114.13709677419355,0.42390305942203066,16.487903225806452,41.971774193548384,0.39283312518013264,23.846774193548388,30.633064516129032,0.7784651836251152,13.75,49.44758064516129,63.19758064516129,23.044354838709676,14.818548387096774,11.310483870967742,16.318548387096776,8.080645161290322,28.637096774193548,24.745967741935484,137.1008064516129,38.29838709677419,3,0,107.8242812897416
25,21900395,2019-12-16T00:00:00,TOR vs. CLE,5089,242.066666664,53.0,91.0,0.5824175824175825,14.0,30.0,0.4666666666666667,13.0,18.0,0.7222222222222222,10.0,40.0,50.0,30.0,7.0,6.0,8.0,1.0,20.0,16.0,133.0,95.0,1,0,219.00038229033333
26,21900408,2019-12-18T00:00:00,TOR @ DET,4988,236.98333332400003,41.0,92.0,0.44565217391304346,13.0,33.0,0.3939393939393939,21.0,25.0,0.84,16.0,38.0,54.0,26.0,14.0,9.0,12.0,6.0,23.0,18.0,116.0,68.0,2,1,181.87850501133335
27,21900423,2019-12-20T00:00:00,TOR vs. WAS,4062,230.16666666999998,37.0,74.0,0.5,11.0,26.0,0.4230769230769231,32.0,43.0,0.7441860465116279,10.0,41.0,51.0,26.0,16.0,3.0,9.0,1.0,25.0,28.0,117.0,21.0,1,0,165.01456648633334
28,21900439,2019-12-22T00:00:00,TOR vs. DAL,3997,238.46833334,37.0,92.0,0.40217391304347827,8.0,30.0,0.26666666666666666,26.0,32.0,0.8125,17.0,42.0,59.0,21.0,12.0,8.0,11.0,4.0,22.0,23.0,108.0,44.0,1,0,158.53190419933335
29,21900446,2019-12-23T00:00:00,TOR @ IND,3932,268.6,44.0,93.0,0.4731182795698925,10.0,38.0,0.2631578947368421,18.0,25.0,0.72,15.0,43.0,58.0,31.0,17.0,6.0,14.0,8.0,21.0,22.0,116.0,-25.0,2,0,134.70809974133334
30,21900455,2019-12-25T00:00:00,TOR vs. BOS,5004,259.84078395028394,43.41481481481482,89.08888888888889,0.4873201962251601,9.814814814814815,26.62962962962963,0.36856745479833103,21.233333333333334,26.918518518518518,0.788800220143093,11.825925925925926,35.29259259259259,47.11851851851852,20.40740740740741,18.844444444444445,12.148148148148149,13.774074074074074,3.7962962962962963,16.17037037037037,25.1,117.87777777777778,-50.04074074074074,0,0,185.77613322086526
31,21900473,2019-12-28T00:00:00,TOR @ BOS,4921,251.95745061028396,45.41481481481482,90.08888888888889,0.5041111659266568,13.814814814814815,34.62962962962963,0.3989304812834224,14.233333333333334,21.918518518518518,0.6493747887799933,18.825925925925926,41.29259259259259,60.11851851851852,22.40740740740741,23.844444444444445,8.148148148148149,8.774074074074074,4.796296296296296,36.17037037037037,21.1,118.87777777777778,77.95925925925926,1,0,156.17468146186525
32,21900486,2019-12-29T00:00:00,TOR vs. OKC,3721,227.31666667000002,33.0,78.0,0.4230769230769231,12.0,35.0,0.34285714285714286,12.0,13.0,0.9230769230769231,11.0,39.0,50.0,20.0,14.0,5.0,8.0,6.0,22.0,15.0,90.0,9.0,1,0,104.73457334533332
33,21900500,2019-12-31T00:00:00,TOR vs. CLE,5453,304.8876925494345,54.79787933094385,115.22598566308244,0.47556876181707236,19.302718040621265,47.60140382317802,0.4055073273116876,22.080107526881722,28.55158303464755,0.7733409212402462,15.575925925925926,45.74017323775388,61.31609916367981,32.451762246117084,17.662992831541217,6.45863201911589,14.092622461170848,5.876941457586618,21.80746714456392,23.845967741935485,150.97858422939066,102.25764635603345,1,0,227.93204033227354
34,21900510,2020-01-02T00:00:00,TOR @ MIA,3973,262.857450617284,36.41481481481482,98.08888888888889,0.371243014650355,6.814814814814815,41.62962962962963,0.16370106761565836,17.233333333333334,21.918518518518518,0.7862453531598513,16.825925925925926,46.29259259259259,63.11851851851852,22.40740740740741,13.844444444444445,5.148148148148148,12.774074074074074,4.796296296296296,17.17037037037037,17.1,96.87777777777778,-23.04074074074074,2,0,128.03762426486526
35,21900524,2020-01-04T00:00:00,TOR @ BKN,4617,264.32411728328395,49.41481481481482,104.08888888888889,0.4747366922857956,14.814814814814815,32.62962962962963,0.4540295119182746,23.233333333333334,32.91851851851852,0.7057830783078308,19.825925925925926,33.29259259259259,53.11851851851852,23.40740740740741,10.844444444444445,10.148148148148149,10.774074074074074,9.796296296296296,25.17037037037037,28.1,136.87777777777777,103.95925925925926,2,0,217.51138471986525
36,21900549,2020-01-07T00:00:00,TOR vs. POR,4196,243.46911728028394,41.41481481481482,99.08888888888889,0.41795619346639756,15.814814814814815,41.62962962962963,0.37989323843416367,14.233333333333334,19.918518518518518,0.714577910003719,20.825925925925926,45.29259259259259,66.11851851851851,19.40740740740741,14.844444444444445,3.148148148148148,12.774074074074074,7.796296296296296,24.17037037037037,16.1,112.87777777777778,-7.04074074074074,2,0,169.79340838786527
37,21900555,2020-01-08T00:00:00,TOR @ CHA,4130,271.124117277284,45.41481481481482,102.08888888888889,0.4448556087650559,14.814814814814815,37.62962962962963,0.39370078740157477,17.233333333333334,24.918518518518518,0.6915873959571939,16.825925925925926,40.29259259259259,57.11851851851852,26.40740740740741,10.844444444444445,6.148148148148148,11.774074074074074,5.796296296296296,25.17037037037037,25.1,122.87777777777778,17.95925925925926,2,0,151.62507525186524
38,21900587,2020-01-12T00:00:00,TOR vs. SAS,3966,244.42000000300004,41.0,97.0,0.422680412371134,17.0,46.0,0.3695652173913043,9.0,12.0,0.75,12.0,41.0,53.0,29.0,12.0,7.0,9.0,5.0,26.0,12.0,108.0,17.0,2,0,141.70262011133335
39,21900609,2020-01-15T00:00:00,TOR @ OKC,3242,238.508333323,53.0,84.0,0.6309523809523809,14.0,25.0,0.56,10.0,15.0,0.6666666666666666,9.0,37.0,46.0,29.0,19.0,11.0,7.0,2.0,23.0,17.0,130.0,54.0,0,0,209.79590887333333
40,21900621,2020-01-17T00:00:00,TOR vs. WAS,4827,270.140783946284,60.41481481481482,106.08888888888889,0.5694735372154728,23.814814814814817,46.62962962962963,0.5107227958697379,17.233333333333334,20.918518518518518,0.8238314447592069,11.825925925925926,45.29259259259259,57.11851851851852,33.407407407407405,21.844444444444445,17.14814814814815,8.774074074074074,3.7962962962962963,27.17037037037037,20.1,161.87777777777777,132.95925925925926,0,0,310.66112440986524
41,21900632,2020-01-18T00:00:00,TOR @ MIN,4704,272.390783941284,55.41481481481482,107.08888888888889,0.5174655876046206,14.814814814814815,39.62962962962963,0.37383177570093457,18.233333333333334,21.918518518518518,0.8318688746198041,10.825925925925926,46.29259259259259,57.11851851851852,27.40740740740741,17.844444444444445,13.148148148148149,12.774074074074074,5.796296296296296,27.17037037037037,22.1,143.87777777777777,62.95925925925926,0,0,254.48012680086524
42,21900640,2020-01-20T00:00:00,TOR @ ATL,3281,241.33333334,40.0,94.0,0.425531914893617,13.0,42.0,0.30952380952380953,33.0,44.0,0.75,16.0,39.0,55.0,22.0,15.0,10.0,9.0,8.0,25.0,35.0,126.0,22.0,0,0,203.85830605733335
43,21900660,2020-01-22T00:00:00,TOR vs. PHI,3199,263.71666666,43.0,90.0,0.4777777777777778,13.0,33.0,0.3939393939393939,14.0,22.0,0.6363636363636364,12.0,51.0,63.0,28.0,14.0,6.0,8.0,6.0,22.0,24.0,113.0,64.0,1,0,164.28442202633332
44,21900672,2020-01-24T00:00:00,TOR @ NYK,2412,240.00000000999998,41.0,81.0,0.5061728395061729,17.0,35.0,0.4857142857142857,19.0,23.0,0.8260869565217391,5.0,26.0,31.0,25.0,7.0,10.0,6.0,4.0,20.0,21.0,118.0,30.0,0,0,186.881881236
45,21900686,2020-01-26T00:00:00,TOR @ SAS,2585,239.99999999599999,41.0,99.0,0.41414141414141414,16.0,50.0,0.32,12.0,15.0,0.8,14.0,36.0,50.0,31.0,8.0,11.0,2.0,8.0,22.0,15.0,110.0,20.0,1,0,166.94584925400002
46,21900703,2020-01-28T00:00:00,TOR vs. ATL,3709,267.707450611284,53.41481481481482,110.08888888888889,0.48519714708652945,14.814814814814815,47.62962962962963,0.3110419906687403,24.233333333333334,30.918518518518518,0.78378054623862,10.825925925925926,46.29259259259259,57.11851851851852,27.40740740740741,12.844444444444445,11.148148148148149,6.774074074074074,2.7962962962962963,28.17037037037037,26.1,145.87777777777777,90.95925925925926,2,0,217.10356446553195
47,21900714,2020-01-30T00:00:00,TOR @ CLE,2605,243.566666663,42.0,86.0,0.4883720930232558,12.0,32.0,0.375,21.0,28.0,0.75,13.0,31.0,44.0,23.0,14.0,12.0,9.0,3.0,22.0,21.0,117.0,30.0,0,0,182.16439287933335
48,21900720,2020-01-31T00:00:00,TOR @ DET,3950,273.48745062728403,53.41481481481482,102.08888888888889,0.5232186910462923,10.814814814814815,31.62962962962963,0.34192037470725994,11.233333333333334,15.91851851851852,0.7056770590972545,10.825925925925926,45.29259259259259,56.11851851851852,27.40740740740741,17.844444444444445,7.148148148148148,13.774074074074074,6.796296296296296,30.17037037037037,16.1,128.87777777777777,73.95925925925926,0,0,109.19338588386525
49,21900740,2020-02-02T00:00:00,TOR vs. CHI,3615,269.3241172872839,53.41481481481482,97.08888888888889,0.5501640344853895,15.814814814814815,35.62962962962963,0.4438669438669438,20.233333333333334,25.918518518518518,0.7806516147470707,16.825925925925926,41.29259259259259,58.11851851851852,28.40740740740741,18.844444444444445,6.148148148148148,10.774074074074074,0.7962962962962963,22.17037037037037,23.1,142.87777777777777,121.95925925925926,0,0,277.3969400018652
50,21900758,2020-02-05T00:00:00,TOR vs. IND,2370,248.19999998699998,45.0,88.0,0.5113636363636364,11.0,31.0,0.3548387096774194,20.0,23.0,0.8695652173913043,11.0,36.0,47.0,27.0,12.0,12.0,6.0,5.0,20.0,18.0,121.0,7.0,1,0,187.64045988033334
51,21900772,2020-02-07T00:00:00,TOR @ IND,2305,241.96666665700002,45.0,91.0,0.4945054945054945,17.0,37.0,0.4594594594594595,14.0,18.0,0.7777777777777778,10.0,36.0,46.0,28.0,17.0,12.0,9.0,5.0,25.0,19.0,121.0,46.0,2,0,196.2142306753333
52,21900781,2020-02-08T00:00:00,TOR vs. BKN,2428,245.133333323,47.0,96.0,0.4895833333333333,13.0,34.0,0.38235294117647056,15.0,22.0,0.6818181818181818,17.0,39.0,56.0,20.0,9.0,6.0,11.0,5.0,23.0,17.0,122.0,3.0,0,0,198.8306344323333
53,21900796,2020-02-10T00:00:00,TOR vs. MIN,2167,238.35000000700003,53.0,91.0,0.5824175824175825,16.0,31.0,0.5161290322580645,16.0,22.0,0.7272727272727273,12.0,35.0,47.0,28.0,20.0,12.0,10.0,4.0,25.0,19.0,138.0,54.0,2,0,160.65838356433332
54,21900809,2020-02-12T00:00:00,TOR @ BKN,2273,248.183333323,36.0,88.0,0.4090909090909091,13.0,41.0,0.3170731707317073,10.0,14.0,0.7142857142857143,9.0,41.0,50.0,21.0,15.0,5.0,10.0,4.0,23.0,17.0,95.0,-46.0,1,1,86.71981440233333
55,21900829,2020-02-21T00:00:00,TOR vs. PHX,2551,271.2407839612839,48.41481481481482,94.08888888888889,0.5145646354904739,15.814814814814815,41.62962962962963,0.37989323843416367,23.233333333333334,25.918518518518518,0.89639897113461,7.825925925925926,46.29259259259259,54.11851851851852,26.40740740740741,23.844444444444445,8.148148148148149,13.774074074074074,3.7962962962962963,22.17037037037037,26.1,135.87777777777777,89.95925925925926,2,0,204.9247381125319
56,21900843,2020-02-23T00:00:00,TOR vs. IND,2577,263.2241172732839,53.41481481481482,104.08888888888889,0.5131653857102192,18.814814814814817,47.62962962962963,0.3950233281493002,17.233333333333334,19.918518518518518,0.8651915210115285,10.825925925925926,48.29259259259259,59.11851851851852,32.407407407407405,18.844444444444445,9.148148148148149,10.774074074074074,3.7962962962962963,21.17037037037037,22.1,142.87777777777777,226.95925925925926,2,0,313.3592976785319
57,21900858,2020-02-25T00:00:00,TOR vs. MIL,1287,239.99999999999997,32.0,91.0,0.3516483516483517,18.0,52.0,0.34615384615384615,15.0,21.0,0.7142857142857143,9.0,34.0,43.0,21.0,16.0,4.0,5.0,10.0,26.0,19.0,97.0,-55.0,0,0,128.36827016900003
58,21900879,2020-02-28T00:00:00,TOR vs. CHA,1773,244.28500001,36.0,93.0,0.3870967741935484,10.0,41.0,0.24390243902439024,20.0,30.0,0.6666666666666666,15.0,36.0,51.0,20.0,6.0,10.0,9.0,7.0,26.0,23.0,102.0,5.0,0,0,121.07058688033334
59,21900898,2020-03-01T00:00:00,TOR @ DEN,2564,271.4741172842839,47.41481481481482,102.08888888888889,0.464446379335365,10.814814814814815,40.62962962962963,0.26618049225159524,29.233333333333334,33.91851851851852,0.8618694037999564,12.825925925925926,37.29259259259259,50.11851851851852,26.40740740740741,13.844444444444445,10.148148148148149,10.774074074074074,1.7962962962962963,27.17037037037037,26.1,134.87777777777777,-53.04074074074074,0,0,141.47724375786527
60,21900914,2020-03-03T00:00:00,TOR @ PHX,1635,230.29999999399996,41.0,84.0,0.4880952380952381,14.0,32.0,0.4375,28.0,34.0,0.8235294117647058,13.0,41.0,54.0,16.0,17.0,8.0,11.0,6.0,24.0,22.0,124.0,41.0,1,0,133.54347465033334
61,21900929,2020-03-05T00:00:00,TOR @ GSW,1675,239.94833334,43.0,87.0,0.4942528735632184,13.0,40.0,0.325,28.0,32.0,0.875,7.0,40.0,47.0,26.0,13.0,10.0,9.0,5.0,26.0,23.0,127.0,39.0,2,0,179.63924667333333
62,21900956,2020-03-08T00:00:00,TOR @ SAC,1593,247.216666653,41.0,83.0,0.4939759036144578,18.0,45.0,0.4,21.0,28.0,0.75,6.0,38.0,44.0,27.0,11.0,9.0,9.0,7.0,24.0,23.0,121.0,46.0,1,0,111.93390115133334
63,21900959,2020-03-09T00:00:00,TOR @ UTA,1511,221.38333334300003,38.0,82.0,0.4634146341463415,13.0,33.0,0.3939393939393939,16.0,19.0,0.8421052631578947,18.0,39.0,57.0,21.0,18.0,6.0,8.0,4.0,15.0,21.0,105.0,28.0,2,0,103.88110256233334
64,21901243,2020-08-01T00:00:00,TOR vs. LAL,966,239.99999999999997,35.0,84.0,0.4166666666666667,14.0,34.0,0.4117647058823529,23.0,26.0,0.8846153846153846,7.0,44.0,51.0,24.0,14.0,7.0,5.0,12.0,28.0,25.0,107.0,75.0,2,0,91.66730204000001
65,21901250,2020-08-03T00:00:00,TOR @ MIA,695,240.00000000599996,29.0,67.0,0.43283582089552236,16.0,32.0,0.5,33.0,36.0,0.9166666666666666,3.0,36.0,39.0,19.0,21.0,6.0,3.0,8.0,19.0,24.0,107.0,20.0,0,0,82.282774086
66,21901266,2020-08-05T00:00:00,TOR @ ORL,1435,272.060783958284,44.41481481481482,92.08888888888889,0.48230373230373236,13.814814814814815,37.62962962962963,0.36712598425196846,22.233333333333334,31.918518518518518,0.6965653283824553,3.825925925925926,46.29259259259259,50.11851851851852,27.40740740740741,16.844444444444445,7.148148148148148,2.774074074074074,4.796296296296296,23.17037037037037,28.1,124.87777777777778,55.95925925925926,1,0,299.0842168755319
67,21901279,2020-08-07T00:00:00,TOR vs. BOS,1290,267.39078394428395,41.41481481481482,99.08888888888889,0.41795619346639756,10.814814814814815,40.62962962962963,0.26618049225159524,17.233333333333334,19.918518518518518,0.8651915210115285,8.825925925925926,42.29259259259259,51.11851851851852,20.40740740740741,17.844444444444445,9.148148148148149,7.774074074074074,2.7962962962962963,20.17037037037037,24.1,110.87777777777778,-117.04074074074074,0,0,185.8701820275319
68,21901286,2020-08-09T00:00:00,TOR vs. MEM,385,239.99999999999997,34.0,71.0,0.4788732394366197,15.0,39.0,0.38461538461538464,25.0,33.0,0.7575757575757576,5.0,35.0,40.0,25.0,25.0,17.0,7.0,3.0,23.0,27.0,108.0,45.0,1,0,158.32509846999997
69,21901294,2020-08-10T00:00:00,TOR @ MIL,956,262.560783967284,48.41481481481482,107.08888888888889,0.4520993290447534,13.814814814814815,44.62962962962963,0.30954356846473025,21.233333333333334,27.918518518518518,0.7605465640753516,14.825925925925926,42.29259259259259,57.11851851851852,26.40740740740741,13.844444444444445,11.148148148148149,6.774074074074074,6.796296296296296,28.17037037037037,23.1,131.87777777777777,46.95925925925926,1,0,187.4629425595319
70,21901305,2020-08-12T00:00:00,TOR @ PHI,904,263.92411727028394,44.41481481481482,100.08888888888889,0.44375370041444645,19.814814814814817,46.62962962962963,0.4249404289118348,29.233333333333334,41.91851851851852,0.6973846969429228,10.825925925925926,38.29259259259259,49.11851851851852,26.40740740740741,13.844444444444445,9.148148148148149,6.774074074074074,10.796296296296296,25.17037037037037,30.1,137.87777777777777,15.959259259259259,0,0,284.7084306185319
71,21901318,2020-08-14T00:00:00,TOR vs. DEN,765,244.14078395728396,42.41481481481482,88.08888888888889,0.4815001681802893,15.814814814814815,31.62962962962963,0.5,11.233333333333334,14.91851851851852,0.752979145978153,13.825925925925926,39.29259259259259,53.11851851851852,23.40740740740741,15.844444444444445,8.148148148148149,4.774074074074074,11.796296296296296,21.17037037037037,16.1,111.87777777777778,39.95925925925926,0,0,178.68466345953195
